Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Chicago O'Hare International Airport,"Chicago, IL",268,ORD,41.97859955,-87.90480042,2941,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,2941,1
Chicago O'Hare International Airport,"Chicago, IL",792,ORD,41.97859955,-87.90480042,2942,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,2942,1
Chicago O'Hare International Airport,"Chicago, IL",54,ORD,41.97859955,-87.90480042,2943,0
Harrisburg International Airport,"Harrisburg, PA",0,MDT,40.1935005188,-76.7633972168,2943,1
Chicago O'Hare International Airport,"Chicago, IL",19,ORD,41.97859955,-87.90480042,2944,0
Memphis International Airport,"Memphis, TN",0,MEM,35.04240036010742,-89.97669982910156,2944,1
Chicago O'Hare International Airport,"Chicago, IL",66,ORD,41.97859955,-87.90480042,2945,0
Manchester Airport,"Manchester, NH",0,MHT,42.93259811401367,-71.43569946289062,2945,1
Chicago O'Hare International Airport,"Chicago, IL",730,ORD,41.97859955,-87.90480042,2946,0
Miami International Airport,"Miami, FL",0,MIA,25.79319953918457,-80.29060363769531,2946,1
Chicago O'Hare International Airport,"Chicago, IL",649,ORD,41.97859955,-87.90480042,2947,0
General Mitchell International Airport,"Milwaukee, WI",0,MKE,42.94720077514648,-87.89659881591797,2947,1
Chicago O'Hare International Airport,"Chicago, IL",110,ORD,41.97859955,-87.90480042,2948,0
Muskegon County Airport,"Muskegon, MI",0,MKG,43.16949844,-86.23819733,2948,1
Chicago O'Hare International Airport,"Chicago, IL",149,ORD,41.97859955,-87.90480042,2949,0
Quad City International Airport,"Moline, IL",0,MLI,41.44850158691406,-90.50749969482422,2949,1
Chicago O'Hare International Airport,"Chicago, IL",51,ORD,41.97859955,-87.90480042,2950,0
Mobile Regional Airport,"Mobile, AL",0,MOB,30.691200256348,-88.242797851562,2950,1
Chicago O'Hare International Airport,"Chicago, IL",416,ORD,41.97859955,-87.90480042,2951,0
Dane County Regional Truax Field,"Madison, WI",0,MSN,43.13990020751953,-89.3375015258789,2951,1
Chicago O'Hare International Airport,"Chicago, IL",1093,ORD,41.97859955,-87.90480042,2952,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,2952,1
Chicago O'Hare International Airport,"Chicago, IL",264,ORD,41.97859955,-87.90480042,2953,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,2953,1
Chicago O'Hare International Airport,"Chicago, IL",17,ORD,41.97859955,-87.90480042,2954,0
Montrose Regional Airport,"Montrose/Delta, CO",0,MTJ,38.5097999573,-107.89399719200001,2954,1
Chicago O'Hare International Airport,"Chicago, IL",19,ORD,41.97859955,-87.90480042,2955,0
Myrtle Beach International Airport,"Myrtle Beach, SC",0,MYR,33.6796989441,-78.9282989502,2955,1
Chicago O'Hare International Airport,"Chicago, IL",11,ORD,41.97859955,-87.90480042,2956,0
Kahului Airport,"Kahului, HI",0,OGG,20.89859962463379,-156.42999267578125,2956,1
Chicago O'Hare International Airport,"Chicago, IL",6,ORD,41.97859955,-87.90480042,2957,0
Will Rogers World Airport,"Oklahoma City, OK",0,OKC,35.39310073852539,-97.60070037841795,2957,1
Chicago O'Hare International Airport,"Chicago, IL",158,ORD,41.97859955,-87.90480042,2958,0
Eppley Airfield,"Omaha, NE",0,OMA,41.303199768066406,-95.89409637451172,2958,1
Chicago O'Hare International Airport,"Chicago, IL",62,ORD,41.97859955,-87.90480042,2959,0
Norfolk International Airport,"Norfolk, VA",0,ORF,36.89459991455078,-76.20120239257812,2959,1
Chicago O'Hare International Airport,"Chicago, IL",110,ORD,41.97859955,-87.90480042,2960,0
Barkley Regional Airport,"Paducah, KY",0,PAH,37.06079864501953,-88.7738037109375,2960,1
Chicago O'Hare International Airport,"Chicago, IL",158,ORD,41.97859955,-87.90480042,2961,0
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",0,PBI,26.68320083618164,-80.09559631347656,2961,1
Chicago O'Hare International Airport,"Chicago, IL",236,ORD,41.97859955,-87.90480042,2962,0
Portland International Airport,"Portland, OR",0,PDX,45.58869934,-122.59799960000001,2962,1
Chicago O'Hare International Airport,"Chicago, IL",25,ORD,41.97859955,-87.90480042,2963,0
Charlotte County Airport,"Punta Gorda, FL",0,PGD,26.92020035,-81.99050140000001,2963,1
Chicago O'Hare International Airport,"Chicago, IL",663,ORD,41.97859955,-87.90480042,2964,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,2964,1
Chicago O'Hare International Airport,"Chicago, IL",868,ORD,41.97859955,-87.90480042,2965,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,2965,1
Chicago O'Hare International Airport,"Chicago, IL",160,ORD,41.97859955,-87.90480042,2966,0
General Wayne A. Downing Peoria International Airport,"Peoria, IL",0,PIA,40.664199829100006,-89.6932983398,2966,1
Chicago O'Hare International Airport,"Chicago, IL",235,ORD,41.97859955,-87.90480042,2967,0
Pittsburgh International Airport,"Pittsburgh, PA",0,PIT,40.49150085,-80.23290253,2967,1
Chicago O'Hare International Airport,"Chicago, IL",5,ORD,41.97859955,-87.90480042,2968,0
Pensacola Regional Airport,"Pensacola, FL",0,PNS,30.473400115967003,-87.18659973144501,2968,1
Chicago O'Hare International Airport,"Chicago, IL",131,ORD,41.97859955,-87.90480042,2969,0
Palm Springs International Airport,"Palm Springs, CA",0,PSP,33.829700469970696,-116.50700378417969,2969,1
Chicago O'Hare International Airport,"Chicago, IL",39,ORD,41.97859955,-87.90480042,2970,0
Theodore Francis Green State Airport,"Providence, RI",0,PVD,41.73260116577149,-71.42040252685547,2970,1
Chicago O'Hare International Airport,"Chicago, IL",65,ORD,41.97859955,-87.90480042,2971,0
Portland International Jetport Airport,"Portland, ME",0,PWM,43.64619827,-70.30930328,2971,1
Chicago O'Hare International Airport,"Chicago, IL",5,ORD,41.97859955,-87.90480042,2972,0
Rapid City Regional Airport,"Rapid City, SD",0,RAP,44.0452995300293,-103.05699920654295,2972,1
Chicago O'Hare International Airport,"Chicago, IL",256,ORD,41.97859955,-87.90480042,2973,0
Raleigh Durham International Airport,"Raleigh/Durham, NC",0,RDU,35.877601623535156,-78.7874984741211,2973,1
Chicago O'Hare International Airport,"Chicago, IL",169,ORD,41.97859955,-87.90480042,2974,0
Richmond International Airport,"Richmond, VA",0,RIC,37.50519943237305,-77.3197021484375,2974,1
Chicago O'Hare International Airport,"Chicago, IL",20,ORD,41.97859955,-87.90480042,2975,0
Reno Tahoe International Airport,"Reno, NV",0,RNO,39.49909973144531,-119.76799774169922,2975,1
Chicago O'Hare International Airport,"Chicago, IL",83,ORD,41.97859955,-87.90480042,2976,0
Roanoke–Blacksburg Regional Airport,"Roanoke, VA",0,ROA,37.3255004883,-79.975402832,2976,1
Chicago O'Hare International Airport,"Chicago, IL",164,ORD,41.97859955,-87.90480042,2977,0
Greater Rochester International Airport,"Rochester, NY",0,ROC,43.118900299072266,-77.67240142822266,2977,1
Chicago O'Hare International Airport,"Chicago, IL",30,ORD,41.97859955,-87.90480042,2978,0
Rochester International Airport,"Rochester, MN",0,RST,43.90829849243164,-92.5,2978,1
Chicago O'Hare International Airport,"Chicago, IL",518,ORD,41.97859955,-87.90480042,2979,0
Southwest Florida International Airport,"Fort Myers, FL",0,RSW,26.53619956970215,-81.75520324707031,2979,1
Chicago O'Hare International Airport,"Chicago, IL",430,ORD,41.97859955,-87.90480042,2980,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,2980,1
Chicago O'Hare International Airport,"Chicago, IL",96,ORD,41.97859955,-87.90480042,2981,0
San Antonio International Airport,"San Antonio, TX",0,SAT,29.533700942993164,-98.46980285644531,2981,1
Chicago O'Hare International Airport,"Chicago, IL",74,ORD,41.97859955,-87.90480042,2982,0
Savannah Hilton Head International Airport,"Savannah, GA",0,SAV,32.12760162,-81.20210266,2982,1
Chicago O'Hare International Airport,"Chicago, IL",203,ORD,41.97859955,-87.90480042,2983,0
South Bend Regional Airport,"South Bend, IN",0,SBN,41.70869827270508,-86.31729888916016,2983,1
Chicago O'Hare International Airport,"Chicago, IL",114,ORD,41.97859955,-87.90480042,2984,0
University Park Airport,"State College, PA",0,SCE,40.8493003845,-77.84870147710002,2984,1
Chicago O'Hare International Airport,"Chicago, IL",31,ORD,41.97859955,-87.90480042,2985,0
Louisville International Standiford Field,"Louisville, KY",0,SDF,38.1744,-85.736,2985,1
Chicago O'Hare International Airport,"Chicago, IL",559,ORD,41.97859955,-87.90480042,2986,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,2986,1
Chicago O'Hare International Airport,"Chicago, IL",1002,ORD,41.97859955,-87.90480042,2987,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,2987,1
Chicago O'Hare International Airport,"Chicago, IL",88,ORD,41.97859955,-87.90480042,2988,0
Springfield Branson National Airport,"Springfield, MO",0,SGF,37.24570084,-93.38860321,2988,1
Chicago O'Hare International Airport,"Chicago, IL",64,ORD,41.97859955,-87.90480042,2989,0
Norman Y. Mineta San Jose International Airport,"San Jose, CA",0,SJC,37.36259841918945,-121.9290008544922,2989,1
Chicago O'Hare International Airport,"Chicago, IL",154,ORD,41.97859955,-87.90480042,2990,0
Luis Munoz Marin International Airport,"San Juan, PR",0,SJU,18.4393997192,-66.0018005371,2990,1
Chicago O'Hare International Airport,"Chicago, IL",563,ORD,41.97859955,-87.90480042,2991,0
Salt Lake City International Airport,"Salt Lake City, UT",0,SLC,40.78839874267578,-111.97799682617188,2991,1
Chicago O'Hare International Airport,"Chicago, IL",134,ORD,41.97859955,-87.90480042,2992,0
Sacramento International Airport,"Sacramento, CA",0,SMF,38.69540023803711,-121.59100341796876,2992,1
Chicago O'Hare International Airport,"Chicago, IL",281,ORD,41.97859955,-87.90480042,2993,0
John Wayne Airport-Orange County Airport,"Santa Ana, CA",0,SNA,33.67570114,-117.86799620000001,2993,1
Chicago O'Hare International Airport,"Chicago, IL",168,ORD,41.97859955,-87.90480042,2994,0
Abraham Lincoln Capital Airport,"Springfield, IL",0,SPI,39.84410095,-89.67790222,2994,1
Chicago O'Hare International Airport,"Chicago, IL",66,ORD,41.97859955,-87.90480042,2995,0
Sarasota Bradenton International Airport,"Sarasota/Bradenton, FL",0,SRQ,27.39539909362793,-82.55439758300781,2995,1
Chicago O'Hare International Airport,"Chicago, IL",396,ORD,41.97859955,-87.90480042,2996,0
Lambert St Louis International Airport,"St. Louis, MO",0,STL,38.74869918823242,-90.37000274658205,2996,1
Chicago O'Hare International Airport,"Chicago, IL",17,ORD,41.97859955,-87.90480042,2997,0
Cyril E. King Airport,"Charlotte Amalie, VI",0,STT,18.337299346923828,-64.97339630126953,2997,1
Chicago O'Hare International Airport,"Chicago, IL",130,ORD,41.97859955,-87.90480042,2998,0
Syracuse Hancock International Airport,"Syracuse, NY",0,SYR,43.11119842529297,-76.1063003540039,2998,1
Chicago O'Hare International Airport,"Chicago, IL",438,ORD,41.97859955,-87.90480042,2999,0
Tampa International Airport,"Tampa, FL",0,TPA,27.975500106811523,-82.533203125,2999,1
Chicago O'Hare International Airport,"Chicago, IL",226,ORD,41.97859955,-87.90480042,3000,0
Tulsa International Airport,"Tulsa, OK",0,TUL,36.19839859008789,-95.88809967041016,3000,1
Chicago O'Hare International Airport,"Chicago, IL",153,ORD,41.97859955,-87.90480042,3001,0
Tucson International Airport,"Tucson, AZ",0,TUS,32.116100311279304,-110.94100189208984,3001,1
Chicago O'Hare International Airport,"Chicago, IL",242,ORD,41.97859955,-87.90480042,3002,0
Cherry Capital Airport,"Traverse City, MI",0,TVC,44.74140167236328,-85.58219909667969,3002,1
Chicago O'Hare International Airport,"Chicago, IL",256,ORD,41.97859955,-87.90480042,3003,0
McGhee Tyson Airport,"Knoxville, TN",0,TYS,35.81100082,-83.99400329999999,3003,1
Chicago O'Hare International Airport,"Chicago, IL",85,ORD,41.97859955,-87.90480042,3004,0
Northwest Arkansas Regional Airport,"Fayetteville, AR",0,XNA,36.281898,-94.30680100000001,3004,1
Norfolk International Airport,"Norfolk, VA",415,ORF,36.89459991455078,-76.20120239257812,3005,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3005,1
Norfolk International Airport,"Norfolk, VA",268,ORF,36.89459991455078,-76.20120239257812,3006,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,3006,1
Norfolk International Airport,"Norfolk, VA",188,ORF,36.89459991455078,-76.20120239257812,3007,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,3007,1
Norfolk International Airport,"Norfolk, VA",105,ORF,36.89459991455078,-76.20120239257812,3008,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,3008,1
Norfolk International Airport,"Norfolk, VA",64,ORF,36.89459991455078,-76.20120239257812,3009,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,3009,1
Norfolk International Airport,"Norfolk, VA",55,ORF,36.89459991455078,-76.20120239257812,3010,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,3010,1
Norfolk International Airport,"Norfolk, VA",1,ORF,36.89459991455078,-76.20120239257812,3011,0
Washington Dulles International Airport,"Washington, DC",0,IAD,38.94449997,-77.45580292,3011,1
Norfolk International Airport,"Norfolk, VA",42,ORF,36.89459991455078,-76.20120239257812,3012,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,3012,1
Norfolk International Airport,"Norfolk, VA",59,ORF,36.89459991455078,-76.20120239257812,3013,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,3013,1
Norfolk International Airport,"Norfolk, VA",118,ORF,36.89459991455078,-76.20120239257812,3014,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,3014,1
Norfolk International Airport,"Norfolk, VA",89,ORF,36.89459991455078,-76.20120239257812,3015,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3015,1
Worcester Regional Airport,"Worcester, MA",59,ORH,42.26729965209961,-71.87570190429688,3016,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,3016,1
Worcester Regional Airport,"Worcester, MA",57,ORH,42.26729965209961,-71.87570190429688,3017,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,3017,1
Southwest Oregon Regional Airport,"North Bend/Coos Bay, OR",34,OTH,43.41709899902344,-124.24600219726562,3018,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,3018,1
Ralph Wien Memorial Airport,"Kotzebue, AK",68,OTZ,66.88469696,-162.598999,3019,0
Ted Stevens Anchorage International Airport,"Anchorage, AK",0,ANC,61.174400329589844,-149.99600219726562,3019,1
Ralph Wien Memorial Airport,"Kotzebue, AK",49,OTZ,66.88469696,-162.598999,3020,0
Nome Airport,"Nome, AK",0,OME,64.51219940185547,-165.44500732421875,3020,1
Barkley Regional Airport,"Paducah, KY",110,PAH,37.06079864501953,-88.7738037109375,3021,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3021,1
Plattsburgh International Airport,"Plattsburgh, NY",59,PBG,44.6509017944336,-73.46810150146484,3022,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,3022,1
Plattsburgh International Airport,"Plattsburgh, NY",59,PBG,44.6509017944336,-73.46810150146484,3023,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,3023,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",59,PBI,26.68320083618164,-80.09559631347656,3024,0
Atlantic City International Airport,"Atlantic City, NJ",0,ACY,39.45759963989258,-74.57720184326172,3024,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",772,PBI,26.68320083618164,-80.09559631347656,3025,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3025,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",59,PBI,26.68320083618164,-80.09559631347656,3026,0
Bradley International Airport,"Hartford, CT",0,BDL,41.9388999939,-72.68319702149999,3026,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",396,PBI,26.68320083618164,-80.09559631347656,3027,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,3027,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",235,PBI,26.68320083618164,-80.09559631347656,3028,0
Baltimore/Washington International Thurgood Marshall Airport,"Baltimore, MD",0,BWI,39.17539978,-76.66829681,3028,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",330,PBI,26.68320083618164,-80.09559631347656,3029,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,3029,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",156,PBI,26.68320083618164,-80.09559631347656,3030,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,3030,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",33,PBI,26.68320083618164,-80.09559631347656,3031,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,3031,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",176,PBI,26.68320083618164,-80.09559631347656,3032,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,3032,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",61,PBI,26.68320083618164,-80.09559631347656,3033,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,3033,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",661,PBI,26.68320083618164,-80.09559631347656,3034,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,3034,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",236,PBI,26.68320083618164,-80.09559631347656,3035,0
Westchester County Airport,"White Plains, NY",0,HPN,41.06700134277344,-73.70760345458984,3035,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",67,PBI,26.68320083618164,-80.09559631347656,3036,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,3036,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",126,PBI,26.68320083618164,-80.09559631347656,3037,0
Long Island Mac Arthur Airport,"Islip, NY",0,ISP,40.79520035,-73.10019684,3037,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",390,PBI,26.68320083618164,-80.09559631347656,3038,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,3038,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",455,PBI,26.68320083618164,-80.09559631347656,3039,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,3039,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",41,PBI,26.68320083618164,-80.09559631347656,3040,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,3040,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",158,PBI,26.68320083618164,-80.09559631347656,3041,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3041,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",255,PBI,26.68320083618164,-80.09559631347656,3042,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,3042,1
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",59,PBI,26.68320083618164,-80.09559631347656,3043,0
Trenton Mercer Airport,"Trenton, NJ",0,TTN,40.27669906616211,-74.8134994506836,3043,1
Portland International Airport,"Portland, OR",4,PDX,45.58869934,-122.59799960000001,3044,0
Albuquerque International Sunport Airport,"Albuquerque, NM",0,ABQ,35.04019927978516,-106.60900115966795,3044,1
Portland International Airport,"Portland, OR",132,PDX,45.58869934,-122.59799960000001,3045,0
Ted Stevens Anchorage International Airport,"Anchorage, AK",0,ANC,61.174400329589844,-149.99600219726562,3045,1
Portland International Airport,"Portland, OR",157,PDX,45.58869934,-122.59799960000001,3046,0
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",0,ATL,33.63669967651367,-84.4281005859375,3046,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3047,0
Austin Bergstrom International Airport,"Austin, TX",0,AUS,30.194499969482425,-97.6698989868164,3047,1
Portland International Airport,"Portland, OR",69,PDX,45.58869934,-122.59799960000001,3048,0
Boise Air Terminal/Gowen field,"Boise, ID",0,BOI,43.56439972,-116.22299960000001,3048,1
Portland International Airport,"Portland, OR",42,PDX,45.58869934,-122.59799960000001,3049,0
General Edward Lawrence Logan International Airport,"Boston, MA",0,BOS,42.36429977,-71.00520325,3049,1
Portland International Airport,"Portland, OR",228,PDX,45.58869934,-122.59799960000001,3050,0
Bob Hope Airport,"Burbank, CA",0,BUR,34.200698852539055,-118.35900115966795,3050,1
Portland International Airport,"Portland, OR",48,PDX,45.58869934,-122.59799960000001,3051,0
Charlotte Douglas International Airport,"Charlotte, NC",0,CLT,35.2140007019043,-80.94309997558594,3051,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3052,0
Dallas Love Field,"Dallas, TX",0,DAL,32.84709930419922,-96.85179901123048,3052,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3053,0
Ronald Reagan Washington National Airport,"Washington, DC",0,DCA,38.8521,-77.037697,3053,1
Portland International Airport,"Portland, OR",527,PDX,45.58869934,-122.59799960000001,3054,0
Denver International Airport,"Denver, CO",0,DEN,39.861698150635,-104.672996521,3054,1
Portland International Airport,"Portland, OR",304,PDX,45.58869934,-122.59799960000001,3055,0
Dallas Fort Worth International Airport,"Dallas/Fort Worth, TX",0,DFW,32.896800994873054,-97.03800201416016,3055,1
Portland International Airport,"Portland, OR",1,PDX,45.58869934,-122.59799960000001,3056,0
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,3056,1
Portland International Airport,"Portland, OR",117,PDX,45.58869934,-122.59799960000001,3057,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,3057,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3058,0
Fresno Yosemite International Airport,"Fresno, CA",0,FAT,36.77619934082031,-119.71800231933594,3058,1
Portland International Airport,"Portland, OR",119,PDX,45.58869934,-122.59799960000001,3059,0
Honolulu International Airport,"Honolulu, HI",0,HNL,21.318700790405273,-157.9219970703125,3059,1
Portland International Airport,"Portland, OR",51,PDX,45.58869934,-122.59799960000001,3060,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,3060,1
Portland International Airport,"Portland, OR",3,PDX,45.58869934,-122.59799960000001,3061,0
Washington Dulles International Airport,"Washington, DC",0,IAD,38.94449997,-77.45580292,3061,1
Portland International Airport,"Portland, OR",115,PDX,45.58869934,-122.59799960000001,3062,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,3062,1
Portland International Airport,"Portland, OR",96,PDX,45.58869934,-122.59799960000001,3063,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,3063,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3064,0
Kona International At Keahole Airport,"Kona, HI",0,KOA,19.738800048828125,-156.04600524902344,3064,1
Portland International Airport,"Portland, OR",414,PDX,45.58869934,-122.59799960000001,3065,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,3065,1
Portland International Airport,"Portland, OR",691,PDX,45.58869934,-122.59799960000001,3066,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,3066,1
Portland International Airport,"Portland, OR",118,PDX,45.58869934,-122.59799960000001,3067,0
Long Beach /Daugherty Field/ Airport,"Long Beach, CA",0,LGB,33.81769943,-118.15200039999999,3067,1
Portland International Airport,"Portland, OR",34,PDX,45.58869934,-122.59799960000001,3068,0
Lihue Airport,"Lihue, HI",0,LIH,21.97599983215332,-159.33900451660156,3068,1
Portland International Airport,"Portland, OR",118,PDX,45.58869934,-122.59799960000001,3069,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,3069,1
Portland International Airport,"Portland, OR",109,PDX,45.58869934,-122.59799960000001,3070,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,3070,1
Portland International Airport,"Portland, OR",226,PDX,45.58869934,-122.59799960000001,3071,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,3071,1
Portland International Airport,"Portland, OR",273,PDX,45.58869934,-122.59799960000001,3072,0
Metropolitan Oakland International Airport,"Oakland, CA",0,OAK,37.72129821777344,-122.22100067138672,3072,1
Portland International Airport,"Portland, OR",114,PDX,45.58869934,-122.59799960000001,3073,0
Kahului Airport,"Kahului, HI",0,OGG,20.89859962463379,-156.42999267578125,3073,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3074,0
Eppley Airfield,"Omaha, NE",0,OMA,41.303199768066406,-95.89409637451172,3074,1
Portland International Airport,"Portland, OR",177,PDX,45.58869934,-122.59799960000001,3075,0
Ontario International Airport,"Ontario, CA",0,ONT,34.05599975585937,-117.60099792480469,3075,1
Portland International Airport,"Portland, OR",234,PDX,45.58869934,-122.59799960000001,3076,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,3076,1
Portland International Airport,"Portland, OR",545,PDX,45.58869934,-122.59799960000001,3077,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,3077,1
Portland International Airport,"Portland, OR",71,PDX,45.58869934,-122.59799960000001,3078,0
Palm Springs International Airport,"Palm Springs, CA",0,PSP,33.829700469970696,-116.50700378417969,3078,1
Portland International Airport,"Portland, OR",1,PDX,45.58869934,-122.59799960000001,3079,0
Roberts Field,"Bend/Redmond, OR",0,RDM,44.254100799999996,-121.15000149999999,3079,1
Portland International Airport,"Portland, OR",293,PDX,45.58869934,-122.59799960000001,3080,0
San Diego International Airport,"San Diego, CA",0,SAN,32.7336006165,-117.190002441,3080,1
Portland International Airport,"Portland, OR",59,PDX,45.58869934,-122.59799960000001,3081,0
Santa Barbara Municipal Airport,"Santa Barbara, CA",0,SBA,34.42620087,-119.8399963,3081,1
Portland International Airport,"Portland, OR",564,PDX,45.58869934,-122.59799960000001,3082,0
Seattle Tacoma International Airport,"Seattle, WA",0,SEA,47.44900131225586,-122.30899810791016,3082,1
Portland International Airport,"Portland, OR",772,PDX,45.58869934,-122.59799960000001,3083,0
San Francisco International Airport,"San Francisco, CA",0,SFO,37.61899948120117,-122.375,3083,1
Portland International Airport,"Portland, OR",484,PDX,45.58869934,-122.59799960000001,3084,0
